ABC000000087;2021-06-10;2611,46;2617,175;2438,619;2480,757;0;2246
ABC000000087;2021-06-09;2518,583;2614,556;2423,779;2614,556;0;2166
ABC000000087;2021-06-08;2593,857;2619,775;2335,561;2517,188;0;2231
ABC000000087;2021-06-07;2713,921;2842,369;2593,438;2593,438;0;2334
ABC000000087;2021-06-04;2855,973;2855,973;2570,03;2697,034;0;2456
ABC000000087;2021-06-03;2713,885;2888,774;2676,473;2860,08;0;2334
ABC000000087;2021-06-02;2627,488;2801,653;2564,877;2720,3;0;2260
ABC000000087;2021-06-01;2708,859;2731,024;2535,952;2629,003;0;2330
ABC000000087;2021-05-31;2389,048;2708,825;2292,015;2708,825;0;2055
ABC000000087;2021-05-28;2739,827;2757,018;2344,984;2427,359;0;2356
ABC000000087;2021-05-27;2887,794;2887,794;2653,957;2748,94;0;2484
ABC000000087;2021-05-26;2704,053;2904,695;2662,842;2875,324;0;2325
ABC000000087;2021-05-25;2644,529;2744,738;2408,634;2689,518;0;2274
ABC000000087;2021-05-24;2112,277;2669,145;2106,375;2640,277;0;1817
ABC000000087;2021-05-21;2777,47;2930,962;2140,306;2415,633;0;2389
ABC000000087;2021-05-20;2467,656;2989,227;2219,675;2765,479;0;2122
ABC000000087;2021-05-19;3384,942;3431,839;2227,531;2483,174;0;2911
ABC000000087;2021-05-18;3282,076;3558,536;3279,157;3389,186;0;2823
ABC000000087;2021-05-17;3591,521;3591,521;3160,662;3284,781;0;3089
ABC000000087;2021-05-14;3729,058;4181,634;3729,058;4095,164;0;3207
ABC000000087;2021-05-13;3860,166;4031,159;3579,607;3734,973;0;3320
ABC000000087;2021-05-12;4183,541;4365,205;3951,981;3975,885;0;3598
ABC000000087;2021-05-11;3948,272;4178,209;3783,889;4168,701;0;3396
ABC000000087;2021-05-10;3925,2;4188,1;3907,1;3947,1;0;3376
ABC000000087;2021-05-07;3491,4;3546,89;3398,3;3481,49;0;3003
ABC000000087;2021-05-06;3525;3591,2;3424,4;3491,4;0;3032
ABC000000087;2021-05-05;3292,15;3524;3273,7;3524;0;2831
ABC000000087;2021-05-04;3431,865;3528,75;3231,638;3259,001;0;2951
ABC000000087;2021-05-03;2949,7;3445;2949,7;3429;0;2537
ABC000000087;2021-04-30;2758,6;2785,9;2737,9;2769,4;0;2372
ABC000000087;2021-04-29;2747,9;2771;2690,29;2758,6;0;2363
ABC000000087;2021-04-28;2665,7;2687,4;2665,7;2687,4;0;2293
ABC000000087;2021-04-27;2537,35;2665,7;2501,9;2665,7;0;2182
ABC000000087;2021-04-26;2322,8;2537,35;2322,8;2537,35;0;1998
ABC000000087;2021-04-23;2402,3;2402,3;2129,23;2367,9;0;2066
ABC000000087;2021-04-22;2357,9;2613,8;2357,9;2402,3;0;2028
ABC000000087;2021-04-21;2329,9;2452,49;2240,1;2357,9;0;2004
ABC000000087;2021-04-20;2160,8;2336,5;2095,92;2330,8;0;1858
ABC000000087;2021-04-19;2237,1;2265,07;2112,6;2160,8;0;1924
ABC000000087;2021-04-16;2515,5;2537,3;2343,5;2421,5;0;2163
ABC000000087;2021-04-15;2429,9;2532;2405,1;2515,5;0;2090
ABC000000087;2021-04-14;2297;2431,2;2290,2;2430,1;0;1975
ABC000000087;2021-04-13;2139,2;2303,6;2139,2;2297;0;1840
ABC000000087;2021-04-12;2152,5;2184,2;2127,5;2139,2;0;1851
ABC000000087;2021-04-09;2081,4;2099,5;2059,6;2067,4;0;1790
ABC000000087;2021-04-08;1961,2;2081,4;1961,2;2081,4;0;1687
ABC000000087;2021-04-07;2112,1;2112,1;1958,3;1961,2;0;1816
ABC000000087;2021-04-06;2107,8;2130,2;2060,8;2112,1;0;1813
ABC000000087;2021-04-05;2077,4;2117,9;2016,1;2107,8;0;1787
ABC000000087;2021-04-02;1967,3;2134,3;1963,3;2133,2;0;1692
ABC000000087;2021-04-01;1918,8;1969,6;1913,4;1967,3;0;1650
ABC000000087;2021-03-31;1843,9;1923,8;1798;1918,8;0;1586
ABC000000087;2021-03-30;1818,2;1847,3;1797,8;1843,9;0;1564
ABC000000087;2021-03-29;1687;1822,8;1681,9;1818,2;0;1451
ABC000000087;2021-03-26;1588,4;1698,4;1588,4;1698,4;0;1366
ABC000000087;2021-03-25;1585,8;1615,2;1566;1588,4;0;1364
ABC000000087;2021-03-24;1669,1;1734,1;1585,8;1585,8;0;1435
ABC000000087;2021-03-23;1682;1715;1665;1669,1;0;1447
ABC000000087;2021-03-22;1784,3;1800,1;1682;1682;0;1534
ABC000000087;2021-03-19;1775,3;1826,1;1765,7;1810;0;1527
ABC000000087;2021-03-18;1820,9;1840,1;1774,1;1775,3;0;1566
ABC000000087;2021-03-17;1805,7;1824,7;1749,8;1820,9;0;1553
ABC000000087;2021-03-16;1795,8;1805,7;1746,8;1805,7;0;1544
ABC000000087;2021-03-15;1847;1885,5;1768,8;1795,8;0;1588
ABC000000087;2021-03-12;1829,9;1829,9;1748,1;1768,7;0;1574
ABC000000087;2021-03-11;1795,5;1845,4;1747;1829,9;0;1544
ABC000000087;2021-03-10;1872,4;1872,4;1790,9;1797,1;0;1610
ABC000000087;2021-03-09;1832,9;1871,1;1818,4;1871,1;0;1576
ABC000000087;2021-03-08;1727,9;1836,01;1679,9;1832,9;0;1486
ABC000000087;2021-03-05;1539,6;1546,3;1457,3;1531,6;0;1324
ABC000000087;2021-03-04;1570;1617,2;1526,18;1539,6;0;1350
ABC000000087;2021-03-03;1489,6;1642,4;1489,6;1570;0;1281
ABC000000087;2021-03-02;1569,7;1585,1;1465,8;1489,6;0;1350
ABC000000087;2021-03-01;1423,4;1569,7;1423,4;1569,7;0;1224
ABC000000087;2021-02-26;1480,2;1557,6;1437,5;1446,2;0;1273
ABC000000087;2021-02-25;1624,6;1652;1480,2;1480,2;0;1397
ABC000000087;2021-02-24;1578,96;1701,5;1506,2;1624,6;0;1358
ABC000000087;2021-02-23;1774,2;1774,2;1436,48;1578,96;0;1526
ABC000000087;2021-02-22;1932,9;1932,9;1580,4;1774,2;0;1662
ABC000000087;2021-02-19;1938,1;1962,96;1902,1;1956,2;0;1667
ABC000000087;2021-02-18;1847,6;1942;1847,6;1938,1;0;1589
ABC000000087;2021-02-17;1784,56;1847,6;1740,2;1847,6;0;1535
ABC000000087;2021-02-16;1778,44;1815,9;1732,3;1784,56;0;1529
ABC000000087;2021-02-15;1801,2;1829,9;1702,3;1778,44;0;1549
ABC000000087;2021-02-12;1786,8;1858;1753,7;1842,1;0;1537
ABC000000087;2021-02-11;1743,15;1800,9;1718;1786,8;0;1499
ABC000000087;2021-02-10;1771,6;1815,9;1715,5;1743,15;0;1524
ABC000000087;2021-02-09;1753,3;1780,8;1731,7;1771,6;0;1508
ABC000000087;2021-02-08;1613,5;1753,3;1586,4;1753,3;0;1388
ABC000000087;2021-02-05;1596,22;1735,6;1596,22;1718,2;0;1373
ABC000000087;2021-02-04;1662,5;1683,1;1568,4;1596,22;0;1430
ABC000000087;2021-02-03;1514;1664,6;1514;1662,5;0;1302
ABC000000087;2021-02-02;1376,4;1532,9;1376,4;1514;0;1184
ABC000000087;2021-02-01;1314,23;1376,4;1289;1376,4;0;1130
ABC000000087;2021-01-29;1328,5;1426,45;1308,5;1379,1;0;1143
ABC000000087;2021-01-28;1242,7;1353,7;1242,7;1327,6;0;1069
ABC000000087;2021-01-27;1368;1368;1235,9;1242,7;0;1176
ABC000000087;2021-01-26;1318,3;1368;1285,2;1368;0;1134
ABC000000087;2021-01-25;1392,7;1444,5;1318,3;1318,3;0;1198
ABC000000087;2021-01-22;1110,8;1266,6;1055,5;1236,7;0;955
ABC000000087;2021-01-21;1378,1;1378,1;1113,9;1113,9;0;1185
ABC000000087;2021-01-20;1367,9;1400;1251,8;1378,5;0;1176
ABC000000087;2021-01-19;1260,9;1429;1260,9;1369;0;1084
ABC000000087;2021-01-15;1232,5;1243,7;1127,3;1168,9;0;1060
ABC000000087;2021-01-14;1128,1;1237,6;1102,3;1231,5;0;970
ABC000000087;2021-01-13;1052,3;1127,6;1020,3;1127,6;0;905
ABC000000087;2021-01-12;1087,4;1128,3;1038,3;1051,6;0;935
ABC000000087;2021-01-11;1257,3;1258,3;980,23;1087,8;0;1081
ABC000000087;2021-01-08;1222;1270;1125,2;1214,7;0;1051
ABC000000087;2021-01-07;1206,6;1269,72;1185,9;1222;0;1038
ABC000000087;2021-01-06;1101,7;1206,6;1076,6;1206,6;0;947
ABC000000087;2021-01-05;1044,2;1110,7;1007,2;1102,7;0;898
ABC000000087;2021-01-04;976,84;1069;920;1044,2;0;840
ABC000000087;2020-12-31;752,25;752,25;730,27;735,88;0;647
ABC000000087;2020-12-30;730,17;752,25;722,24;752,25;0;628
ABC000000087;2020-12-29;729,55;731,61;692,29;730,17;0;627
ABC000000087;2020-12-28;683,93;745,7;683,93;729,55;0;588
ABC000000087;2020-12-24;585,27;612,51;574,42;612,51;0;503
ABC000000087;2020-12-23;636,8;636,8;570,44;585,27;0;548
ABC000000087;2020-12-22;607,17;636,8;597,75;636,8;0;522
ABC000000087;2020-12-21;637,14;644,08;602;607,17;0;548
ABC000000087;2020-12-18;642,27;654,75;638,07;654,75;0;552
ABC000000087;2020-12-17;636,27;672,8;636,27;642,27;0;547
ABC000000087;2020-12-16;589,64;636,27;583,65;636,27;0;507
ABC000000087;2020-12-15;586,52;596,46;582,36;589,64;0;504
ABC000000087;2020-12-14;591,09;591,09;577,57;586,52;0;508
ABC000000087;2020-12-11;558,47;558,47;542,6;544,8;0;480
ABC000000087;2020-12-10;573,64;573,64;557,75;558,47;0;493
ABC000000087;2020-12-09;555,43;576,64;536,8;573,64;0;478
ABC000000087;2020-12-08;591,82;594,98;555,43;555,43;0;509
ABC000000087;2020-12-07;602,69;602,69;587,29;591,82;0;518
ABC000000087;2020-12-04;616,54;616,54;567,68;567,68;0;530
ABC000000087;2020-12-03;598,6;619,5;590,38;616,53;0;515
ABC000000087;2020-12-02;587,03;599,01;583,62;598,6;0;505
ABC000000087;2020-12-01;615,98;622,88;585,16;587,03;0;530
ABC000000087;2020-11-30;576,16;615,91;576,16;615,91;0;495
ABC000000087;2020-11-27;521,48;529,6;500,05;519,55;0;448
ABC000000087;2020-11-25;604,3;604,3;568,2;569,71;0;520
ABC000000087;2020-11-24;608,3;617,01;594,49;604,3;0;523
ABC000000087;2020-11-23;559,8892;608,578;551,9265;607,7965;0;482
ABC000000087;2020-11-20;471,22;511,18;471,22;510,48;0;405
ABC000000087;2020-11-19;478,46;479,1;468,04;471,22;0;411
ABC000000087;2020-11-18;482,51;492,26;465,25;478,46;0;415
ABC000000087;2020-11-17;460,45;482,51;460,45;482,51;0;396
ABC000000087;2020-11-16;448,5;463,69;446,24;460,45;0;386
ABC000000087;2020-11-13;462,37;476,35;460,53;476,35;0;398
ABC000000087;2020-11-12;463,83;465,25;455,43;462,63;0;399
ABC000000087;2020-11-11;450,65;474,15;450,65;463,83;0;388
ABC000000087;2020-11-10;444,53;452,89;443,06;450,65;0;382
ABC000000087;2020-11-09;455,17;456,67;441,48;444,53;0;391
ABC000000087;2020-11-06;416,16;456,02;416,16;455,59;0;358
ABC000000087;2020-11-05;402,47;417,85;398,47;416,29;0;346
ABC000000087;2020-11-04;388,23;403,26;380,52;402,47;0;334
ABC000000087;2020-11-03;383,35;388,24;374,05;388,23;0;330
ABC000000087;2020-11-02;396,56;403,2;383,35;383,35;0;341
ABC000000087;2020-10-30;387,06;390,46;378,86;382,9;0;333
ABC000000087;2020-10-29;388,39;391,28;385,44;387,06;0;334
ABC000000087;2020-10-28;403,02;407,25;384,41;388,39;0;347
ABC000000087;2020-10-27;392,68;407,59;392,68;403,02;0;338
ABC000000087;2020-10-26;406;409,27;386,36;392,68;0;349
ABC000000087;2020-10-23;414,31;417,71;402,59;409,58;0;356
ABC000000087;2020-10-22;391,37;418,12;391,37;414,31;0;337
ABC000000087;2020-10-21;368,8;397,97;368,8;391,33;0;317
ABC000000087;2020-10-20;379,63;379,67;367,85;368,8;0;326
ABC000000087;2020-10-19;378,74;382,41;374,06;379,6;0;326
ABC000000087;2020-10-16;377,96;379,58;365,14;365,65;0;325
ABC000000087;2020-10-15;379,41;379,41;373,17;377,96;0;326
ABC000000087;2020-10-14;381,77;387,17;374,27;379,41;0;328
ABC000000087;2020-10-13;387,57;387,57;378,56;381,77;0;333
ABC000000087;2020-10-12;374,5;391,93;367,81;387,57;0;322
ABC000000087;2020-10-09;350,34;368,91;350,34;365,7;0;301
ABC000000087;2020-10-08;342,2098;352,8419;336,1058;351,1991;0;294
ABC000000087;2020-10-07;341,1881;342,7592;335,5463;341,8686;0;293
ABC000000087;2020-10-06;353,9044;354,9441;338,6529;340,9672;0;304
ABC000000087;2020-10-05;352,7144;354,9704;349,8707;353,9195;0;303
ABC000000087;2020-10-02;353,4371;353,8279;337,1116;346,3562;0;304
ABC000000087;2020-10-01;359,7071;368,396;346,7528;353,0918;0;309
